ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Elevator Malfunction,"Dear Office Building Management, I am reaching out regarding persistent elevator malfunctions on floor seven which have caused significant inconvenience over the last three weeks.",office building management and facilities,,,,
complaint,Unsafe Office Equipment,My chair broke today; I can't work safely anymore!,office health and safety compliance,,,,
complaint,Complaints About Office Air Conditioning,I've noticed over the last few weeks that my air conditioning has stopped working intermittently throughout work hours at least three times per week. This is causing significant discomfort as temperatures inside rise considerably higher than usual without proper cooling.,office utilities and building services,,,,
complaint,Missed Cleaning Day,We noticed another skipped scheduled clean on March 5th; can someone confirm if there will still happen?,office cleaning and janitorial services,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual entrance due to construction work; I've tried all entrances but none lead back into building.,office parking and access control,,,,
complaint,Unauthorized Building Access,Notified my team today; someone entered our leased space at odd hours last night.,office leasing and tenant support,,,,
complaint,Late Package Delivery,My package arrived three days late despite being scheduled as express.,mail and courier services,,,,
complaint,Lease Renewal Delay,Hey there! Just checking on my current space at Maple Street - I noticed there's still no update regarding next year's rent increase? It's getting pretty urgent as I'm planning ahead.,office leasing and tenant support,,,,
complaint,Complaints regarding AC malfunction,Our air conditioning has stopped working since yesterday afternoon; urgent repair needed.,office utilities and building services,,,,
complaint,Unclean Shared Kitchen,I've noticed mold growing on surfaces around the communal fridge; please address maintenance urgently.,office leasing and tenant support,,,,
complaint,Branding Rights Dispute,Confused why my company's logo isn't on all signs as per lease agreement.,office leasing and tenant support,,,,
complaint,Security Deposit Discrepancy,My landlord deducted $500 without explanation right after I moved out! This is outrageous; my lease clearly states deductions require prior notice.,office leasing and tenant support,,,,
complaint,Unresolved Room Issue,"Hello, I recently checked into room number 305 expecting my usual amenities package as per previous stays; however, upon arrival today there were several items missing including toiletries which is quite disappointing given I've always enjoyed staying at your hotel before.",reception and front desk services,,,,
complaint,Dispute over Branding Rights,"Dear Office Leasing Team, I am reaching out regarding my recent lease agreement which seems unclear on who holds exclusive right to brand logos within leased spaces. As per clause X, there appears to have been miscommunication leading me now using another company's logo without consent.",office leasing and tenant support,,,,
