ticket_type,subject,text,domain,issue_severity,issue_urgency,business_impact,safety_concern,source
complaint,Unsafe Parking Area,The designated car park is dangerously cluttered this morning causing vehicles to nearly collide due to insufficient space between cars. This poses an immediate fire hazard if sparks from careless drivers ignite dry materials present on-site.,office parking and access control,high,high,high,True,phi4_safety_synth
complaint,Water Leak Hazard,We discovered significant water damage beneath our leased unit's carpet floorboards due to an ongoing leak from above. This poses immediate health risks if mold were present and potential long-term property issues.,Office Leasing and Tenant Support,high,high,high,True,phi4_safety_synth
complaint,Water Leak Risky Situation,"The ceiling started leaking again last night despite our previous repair attempt yesterday morning. The situation has worsened over time, posing an imminent threat to my electronics equipment stored near it.",office utilities and building services,high,high,high,True,phi4_safety_synth
complaint,Heating System Malfunction,The central heating system stopped working last night during freezing temperatures causing discomfort among staff members.,office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,IT Equipment Failure - Risk of Electrical Hazard,The malfunctioning server unit overheated overnight leading to potential fire hazards within our IT department space.,it and office technology support,high,high,high,True,phi4_safety_synth
complaint,Lease Renewal Issue,We need to renegotiate our lease terms sooner than expected due to rising costs affecting other tenants too. The current schedule doesn't align well for us.,office leasing and tenant support,medium,high,medium,False,phi4_safety_synth
complaint,Non-functional Elevator,"The elevator has been out of service for several weeks now, causing significant inconvenience to employees who rely on it daily.",office utilities and building services,high,high,high,False,phi4_safety_synth
complaint,Shared Workspace Noise Level Issue,The noise levels during peak hours have become intolerable for our team meetings at OfficeSpace Hub. We need immediate attention to resolve this disruptive environment.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Inadequate Office Space Allocation,We were promised larger offices upon lease commencement than what was provided. This has caused significant disruption to our workflow since we are forced into cramped quarters.,commercial property and workspace rental,medium,high,high,False,phi4_safety_synth
complaint,Unsafe Parking Condition Reported,A recent visitor reported observing severe corrosion on several of our designated car park structures that pose significant risks to vehicle integrity over time if ignored.,office parking and access control,high,high,low,True,phi4_safety_synth
complaint,Noise Complaint - Excessive Music Volume,The constant loud music from workspaces A through E is disrupting my concentration during working hours. I require an immediate resolution to this matter.,shared workspace and coworking,high,high,high,False,phi4_safety_synth
complaint,Building Electrical Hazard - Urgent Attention Required!,The emergency exit light near my workspace has stopped working overnight! It could lead to serious accidents if we don't fix it ASAP.,office building management and facilities,high,high,low,True,phi4_safety_synth
complaint,Electrical Hazard at Office Space,We've encountered an immediate threat to our employees' well-being due to exposed wiring near common areas of our rented commercial space downtown.,Commercial Property and Workspace Rental,high,high,high,True,phi4_safety_synth
