ticket_type,subject,text,domain,issue_severity,issue_urgency,safety_concern,business_impact
complaint,Unfair Property Tax Increase,This is absolutely ridiculous! My property's value assessment has skyrocketed without my consent; I can't believe I'm being hit with such an exorbitant increase on top of everything already going through me financially right now!,business rates and property tax disputes,,,,
complaint,Ignored Maintenance Request,"Dear Office Leasing Team, I am reaching out regarding my recent attempt at submitting a repair order on April 5th; however, there has yet to have seen progress despite multiple follow-ups over the last three weeks.",office leasing and tenant support,,,,
complaint,Broken Elevator,"Oh great, another broken elevator! Just what I needed on my way up today.",commercial property and workspace rental,,,,
inquiry,Lost Luggage Concern,"Hello, I recently checked into my room at Hotel Serenity but unfortunately found out today that I've misplaced all three pieces of luggage brought on board last night. My suitcase contains important documents as I'm here attending several meetings over these next few weeks; without those items, I'll face significant inconvenience. Could someone assist me? I'd appreciate guidance regarding where they might have gone.",reception and front desk services,,,,
complaint,Unauthorized Building Access,Noticed someone entering my leased space last night at odd hours; never received prior notification.,office leasing and tenant support,,,,
complaint,Complaints About Office Air Conditioning,"I'm reaching out because my air conditioning has stopped working since yesterday afternoon; despite multiple attempts at resetting, there's still no relief on these sweltering summer days.",office utilities and building services,,,,
complaint,Broken Elevator,Our elevator stopped working yesterday afternoon; I'm stuck on floor five! This is unacceptable as I have meetings scheduled all over today.,office building management and facilities,,,,
complaint,Conference Room Booking Chaos,"Oh great, another time slot clash! I booked my team into Conference Room B at 10 AM last Thursday because everyone agreed on its nameplate's charm—turns out someone mistook it for Conference Hall C? Now I'm stuck trying to reschedule meetings while pretending none noticed I've got half-a-dozen RSVPs waiting here.",conference room and meeting space management,,,,
complaint,Blocked Office Entrance,My car is stuck at my usual spot because someone parked there all night! I can't get into work now!,office parking and access control,,,,
inquiry,Lease Renewal Drama,"Dear Sir/Madam, I trust you're having as much fun renewing my contract every year than I'm enduring these endless negotiations! Just so you know, I've decided against extending another term because frankly, who has time? Oh wait... corporate life does. Anyway, I'll just vacate on June 30th unless there's a surprise clause hidden somewhere saying otherwise.",office leasing and tenant support,,,,
complaint,Unauthorized Visitor Access,"My name is John Smith; I work at Acme Corp's downtown branch. Last night around midnight, someone entered my building without proper identification while I'm away on vacation! This has never happened before—it's extremely concerning given recent break-ins reported nearby. Please advise immediately as I've already contacted local authorities but would appreciate additional guidance.",office security and visitor management,,,,
